Location,FIPS,Category,geoid,pctChange,geoID
"Maui County, Hawaii",15009,Cardiovascular diseases,0500000US15009,-39.7,0500000US15009
"Ada County, Idaho",16001,Cardiovascular diseases,0500000US16001,-49.43,0500000US16001
"Adams County, Idaho",16003,Cardiovascular diseases,0500000US16003,-51.85,0500000US16003
"Bannock County, Idaho",16005,Cardiovascular diseases,0500000US16005,-29.77,0500000US16005
"Bear Lake County, Idaho",16007,Cardiovascular diseases,0500000US16007,-43.9,0500000US16007
"Benewah County, Idaho",16009,Cardiovascular diseases,0500000US16009,-45.97,0500000US16009
"Bingham County, Idaho",16011,Cardiovascular diseases,0500000US16011,-40.09,0500000US16011
"Blaine County, Idaho",16013,Cardiovascular diseases,0500000US16013,-56.29,0500000US16013
"Boise County, Idaho",16015,Cardiovascular diseases,0500000US16015,-53.5,0500000US16015
"Bonner County, Idaho",16017,Cardiovascular diseases,0500000US16017,-45.78,0500000US16017
"Bonneville County, Idaho",16019,Cardiovascular diseases,0500000US16019,-36.79,0500000US16019
"Boundary County, Idaho",16021,Cardiovascular diseases,0500000US16021,-29.82,0500000US16021
"Butte County, Idaho",16023,Cardiovascular diseases,0500000US16023,-49.85,0500000US16023
"Camas County, Idaho",16025,Cardiovascular diseases,0500000US16025,-53.26,0500000US16025
"Canyon County, Idaho",16027,Cardiovascular diseases,0500000US16027,-42.05,0500000US16027
"Caribou County, Idaho",16029,Cardiovascular diseases,0500000US16029,-33.86,0500000US16029
"Cassia County, Idaho",16031,Cardiovascular diseases,0500000US16031,-35.05,0500000US16031
"Clark County, Idaho",16033,Cardiovascular diseases,0500000US16033,-52.42,0500000US16033
"Clearwater County, Idaho",16035,Cardiovascular diseases,0500000US16035,-44.46,0500000US16035
"Custer County, Idaho",16037,Cardiovascular diseases,0500000US16037,-52.2,0500000US16037
"Elmore County, Idaho",16039,Cardiovascular diseases,0500000US16039,-44.13,0500000US16039
"Franklin County, Idaho",16041,Cardiovascular diseases,0500000US16041,-37.78,0500000US16041
"Fremont County, Idaho",16043,Cardiovascular diseases,0500000US16043,-48.45,0500000US16043
"Gem County, Idaho",16045,Cardiovascular diseases,0500000US16045,-48.93,0500000US16045
"Gooding County, Idaho",16047,Cardiovascular diseases,0500000US16047,-33.7,0500000US16047
"Idaho County, Idaho",16049,Cardiovascular diseases,0500000US16049,-43.33,0500000US16049
"Jefferson County, Idaho",16051,Cardiovascular diseases,0500000US16051,-50.81,0500000US16051
"Jerome County, Idaho",16053,Cardiovascular diseases,0500000US16053,-35.81,0500000US16053
"Kootenai County, Idaho",16055,Cardiovascular diseases,0500000US16055,-51.82,0500000US16055
"Latah County, Idaho",16057,Cardiovascular diseases,0500000US16057,-48.84,0500000US16057
"Lemhi County, Idaho",16059,Cardiovascular diseases,0500000US16059,-47.73,0500000US16059
"Lewis County, Idaho",16061,Cardiovascular diseases,0500000US16061,-48.13,0500000US16061
"Lincoln County, Idaho",16063,Cardiovascular diseases,0500000US16063,-45.5,0500000US16063
"Madison County, Idaho",16065,Cardiovascular diseases,0500000US16065,-40.68,0500000US16065
"Minidoka County, Idaho",16067,Cardiovascular diseases,0500000US16067,-36.85,0500000US16067
"Nez Perce County, Idaho",16069,Cardiovascular diseases,0500000US16069,-39,0500000US16069
"Oneida County, Idaho",16071,Cardiovascular diseases,0500000US16071,-37.77,0500000US16071
"Owyhee County, Idaho",16073,Cardiovascular diseases,0500000US16073,-48.39,0500000US16073
"Payette County, Idaho",16075,Cardiovascular diseases,0500000US16075,-40.13,0500000US16075
"Power County, Idaho",16077,Cardiovascular diseases,0500000US16077,-35.54,0500000US16077
"Shoshone County, Idaho",16079,Cardiovascular diseases,0500000US16079,-45.64,0500000US16079
"Teton County, Idaho",16081,Cardiovascular diseases,0500000US16081,-54.48,0500000US16081
"Twin Falls County, Idaho",16083,Cardiovascular diseases,0500000US16083,-40.09,0500000US16083
"Valley County, Idaho",16085,Cardiovascular diseases,0500000US16085,-62.47,0500000US16085
"Washington County, Idaho",16087,Cardiovascular diseases,0500000US16087,-44.4,0500000US16087
"Adams County, Illinois",17001,Cardiovascular diseases,0500000US17001,-54.81,0500000US17001
"Alexander County, Illinois",17003,Cardiovascular diseases,0500000US17003,-37.2,0500000US17003
"Bond County, Illinois",17005,Cardiovascular diseases,0500000US17005,-55.43,0500000US17005
"Boone County, Illinois",17007,Cardiovascular diseases,0500000US17007,-52.45,0500000US17007
"Brown County, Illinois",17009,Cardiovascular diseases,0500000US17009,-41.47,0500000US17009
"Bureau County, Illinois",17011,Cardiovascular diseases,0500000US17011,-52.5,0500000US17011
"Calhoun County, Illinois",17013,Cardiovascular diseases,0500000US17013,-43.28,0500000US17013
"Carroll County, Illinois",17015,Cardiovascular diseases,0500000US17015,-50.08,0500000US17015
"Cass County, Illinois",17017,Cardiovascular diseases,0500000US17017,-42.03,0500000US17017
"Champaign County, Illinois",17019,Cardiovascular diseases,0500000US17019,-51.97,0500000US17019
"Christian County, Illinois",17021,Cardiovascular diseases,0500000US17021,-43.78,0500000US17021
"Clark County, Illinois",17023,Cardiovascular diseases,0500000US17023,-33.33,0500000US17023
"Clay County, Illinois",17025,Cardiovascular diseases,0500000US17025,-43.11,0500000US17025
"Clinton County, Illinois",17027,Cardiovascular diseases,0500000US17027,-46.33,0500000US17027
"Coles County, Illinois",17029,Cardiovascular diseases,0500000US17029,-46.96,0500000US17029
"Cook County, Illinois",17031,Cardiovascular diseases,0500000US17031,-53.89,0500000US17031
"Crawford County, Illinois",17033,Cardiovascular diseases,0500000US17033,-40.03,0500000US17033
"Cumberland County, Illinois",17035,Cardiovascular diseases,0500000US17035,-48.54,0500000US17035
"De Witt County, Illinois",17039,Cardiovascular diseases,0500000US17039,-44.61,0500000US17039
"DeKalb County, Illinois",17037,Cardiovascular diseases,0500000US17037,-49.24,0500000US17037
"Douglas County, Illinois",17041,Cardiovascular diseases,0500000US17041,-50.83,0500000US17041
"DuPage County, Illinois",17043,Cardiovascular diseases,0500000US17043,-58.26,0500000US17043
"Edgar County, Illinois",17045,Cardiovascular diseases,0500000US17045,-38.02,0500000US17045
"Edwards County, Illinois",17047,Cardiovascular diseases,0500000US17047,-34.96,0500000US17047
"Effingham County, Illinois",17049,Cardiovascular diseases,0500000US17049,-49.45,0500000US17049
"Fayette County, Illinois",17051,Cardiovascular diseases,0500000US17051,-50.64,0500000US17051
"Ford County, Illinois",17053,Cardiovascular diseases,0500000US17053,-37.15,0500000US17053
"Franklin County, Illinois",17055,Cardiovascular diseases,0500000US17055,-53.84,0500000US17055
"Fulton County, Illinois",17057,Cardiovascular diseases,0500000US17057,-46.64,0500000US17057
"Gallatin County, Illinois",17059,Cardiovascular diseases,0500000US17059,-40.77,0500000US17059
"Greene County, Illinois",17061,Cardiovascular diseases,0500000US17061,-44.61,0500000US17061
"Grundy County, Illinois",17063,Cardiovascular diseases,0500000US17063,-44.77,0500000US17063
"Hamilton County, Illinois",17065,Cardiovascular diseases,0500000US17065,-30.19,0500000US17065
"Hancock County, Illinois",17067,Cardiovascular diseases,0500000US17067,-50.13,0500000US17067
"Hardin County, Illinois",17069,Cardiovascular diseases,0500000US17069,-42.27,0500000US17069
"Henderson County, Illinois",17071,Cardiovascular diseases,0500000US17071,-42.79,0500000US17071
"Henry County, Illinois",17073,Cardiovascular diseases,0500000US17073,-49.74,0500000US17073
"Iroquois County, Illinois",17075,Cardiovascular diseases,0500000US17075,-35.7,0500000US17075
"Jackson County, Illinois",17077,Cardiovascular diseases,0500000US17077,-49.64,0500000US17077
"Jasper County, Illinois",17079,Cardiovascular diseases,0500000US17079,-43.46,0500000US17079
"Jefferson County, Illinois",17081,Cardiovascular diseases,0500000US17081,-45.84,0500000US17081
"Jersey County, Illinois",17083,Cardiovascular diseases,0500000US17083,-44.78,0500000US17083
"Jo Daviess County, Illinois",17085,Cardiovascular diseases,0500000US17085,-50.23,0500000US17085
"Johnson County, Illinois",17087,Cardiovascular diseases,0500000US17087,-46.11,0500000US17087
"Kane County, Illinois",17089,Cardiovascular diseases,0500000US17089,-60.95,0500000US17089
"Kankakee County, Illinois",17091,Cardiovascular diseases,0500000US17091,-46.71,0500000US17091
"Kendall County, Illinois",17093,Cardiovascular diseases,0500000US17093,-58.07,0500000US17093
"Knox County, Illinois",17095,Cardiovascular diseases,0500000US17095,-42.95,0500000US17095
"LaSalle County, Illinois",17099,Cardiovascular diseases,0500000US17099,-39.56,0500000US17099
"Lake County, Illinois",17097,Cardiovascular diseases,0500000US17097,-58.47,0500000US17097
"Lawrence County, Illinois",17101,Cardiovascular diseases,0500000US17101,-45.37,0500000US17101
"Lee County, Illinois",17103,Cardiovascular diseases,0500000US17103,-51.04,0500000US17103
"Livingston County, Illinois",17105,Cardiovascular diseases,0500000US17105,-32.45,0500000US17105
"Logan County, Illinois",17107,Cardiovascular diseases,0500000US17107,-54.28,0500000US17107
"Macon County, Illinois",17115,Cardiovascular diseases,0500000US17115,-48.76,0500000US17115
"Macoupin County, Illinois",17117,Cardiovascular diseases,0500000US17117,-43.91,0500000US17117
"Madison County, Illinois",17119,Cardiovascular diseases,0500000US17119,-45.01,0500000US17119
"Marion County, Illinois",17121,Cardiovascular diseases,0500000US17121,-43.77,0500000US17121
"Marshall County, Illinois",17123,Cardiovascular diseases,0500000US17123,-35.83,0500000US17123
"Mason County, Illinois",17125,Cardiovascular diseases,0500000US17125,-43.32,0500000US17125
"Massac County, Illinois",17127,Cardiovascular diseases,0500000US17127,-36.75,0500000US17127
"McDonough County, Illinois",17109,Cardiovascular diseases,0500000US17109,-40.19,0500000US17109
"McHenry County, Illinois",17111,Cardiovascular diseases,0500000US17111,-55.25,0500000US17111
"McLean County, Illinois",17113,Cardiovascular diseases,0500000US17113,-50.84,0500000US17113
"Menard County, Illinois",17129,Cardiovascular diseases,0500000US17129,-49.98,0500000US17129
"Mercer County, Illinois",17131,Cardiovascular diseases,0500000US17131,-49.05,0500000US17131
"Monroe County, Illinois",17133,Cardiovascular diseases,0500000US17133,-59.09,0500000US17133
"Montgomery County, Illinois",17135,Cardiovascular diseases,0500000US17135,-45.81,0500000US17135
"Morgan County, Illinois",17137,Cardiovascular diseases,0500000US17137,-45.56,0500000US17137
"Moultrie County, Illinois",17139,Cardiovascular diseases,0500000US17139,-44.51,0500000US17139
"Ogle County, Illinois",17141,Cardiovascular diseases,0500000US17141,-50.6,0500000US17141
"Peoria County, Illinois",17143,Cardiovascular diseases,0500000US17143,-46.42,0500000US17143
"Perry County, Illinois",17145,Cardiovascular diseases,0500000US17145,-55.59,0500000US17145
"Piatt County, Illinois",17147,Cardiovascular diseases,0500000US17147,-50.74,0500000US17147
"Pike County, Illinois",17149,Cardiovascular diseases,0500000US17149,-53.26,0500000US17149
"Pope County, Illinois",17151,Cardiovascular diseases,0500000US17151,-43.72,0500000US17151
"Pulaski County, Illinois",17153,Cardiovascular diseases,0500000US17153,-35.82,0500000US17153
"Putnam County, Illinois",17155,Cardiovascular diseases,0500000US17155,-49.19,0500000US17155
"Randolph County, Illinois",17157,Cardiovascular diseases,0500000US17157,-46.3,0500000US17157
"Richland County, Illinois",17159,Cardiovascular diseases,0500000US17159,-46.13,0500000US17159
"Rock Island County, Illinois",17161,Cardiovascular diseases,0500000US17161,-50.4,0500000US17161
"Saint Clair County, Illinois",17163,Cardiovascular diseases,0500000US17163,-55.34,0500000US17163
"Saline County, Illinois",17165,Cardiovascular diseases,0500000US17165,-42.96,0500000US17165
"Sangamon County, Illinois",17167,Cardiovascular diseases,0500000US17167,-43.9,0500000US17167
"Schuyler County, Illinois",17169,Cardiovascular diseases,0500000US17169,-48.02,0500000US17169
"Scott County, Illinois",17171,Cardiovascular diseases,0500000US17171,-43.37,0500000US17171
"Shelby County, Illinois",17173,Cardiovascular diseases,0500000US17173,-47.76,0500000US17173
"Stark County, Illinois",17175,Cardiovascular diseases,0500000US17175,-47.12,0500000US17175
"Stephenson County, Illinois",17177,Cardiovascular diseases,0500000US17177,-51.08,0500000US17177
"Tazewell County, Illinois",17179,Cardiovascular diseases,0500000US17179,-43.88,0500000US17179
"Union County, Illinois",17181,Cardiovascular diseases,0500000US17181,-40.34,0500000US17181
"Vermilion County, Illinois",17183,Cardiovascular diseases,0500000US17183,-38.35,0500000US17183
"Wabash County, Illinois",17185,Cardiovascular diseases,0500000US17185,-56.6,0500000US17185
"Warren County, Illinois",17187,Cardiovascular diseases,0500000US17187,-36,0500000US17187
"Washington County, Illinois",17189,Cardiovascular diseases,0500000US17189,-44.04,0500000US17189
"Wayne County, Illinois",17191,Cardiovascular diseases,0500000US17191,-37.13,0500000US17191
"White County, Illinois",17193,Cardiovascular diseases,0500000US17193,-42.32,0500000US17193
"Whiteside County, Illinois",17195,Cardiovascular diseases,0500000US17195,-48.23,0500000US17195
"Will County, Illinois",17197,Cardiovascular diseases,0500000US17197,-54.87,0500000US17197
"Williamson County, Illinois",17199,Cardiovascular diseases,0500000US17199,-47.14,0500000US17199
"Winnebago County, Illinois",17201,Cardiovascular diseases,0500000US17201,-44.1,0500000US17201
"Woodford County, Illinois",17203,Cardiovascular diseases,0500000US17203,-46.9,0500000US17203
"Adams County, Indiana",18001,Cardiovascular diseases,0500000US18001,-42.97,0500000US18001
"Allen County, Indiana",18003,Cardiovascular diseases,0500000US18003,-53.03,0500000US18003
"Bartholomew County, Indiana",18005,Cardiovascular diseases,0500000US18005,-42.47,0500000US18005
"Benton County, Indiana",18007,Cardiovascular diseases,0500000US18007,-46.83,0500000US18007
"Blackford County, Indiana",18009,Cardiovascular diseases,0500000US18009,-51.87,0500000US18009
"Boone County, Indiana",18011,Cardiovascular diseases,0500000US18011,-39.56,0500000US18011
"Brown County, Indiana",18013,Cardiovascular diseases,0500000US18013,-48.31,0500000US18013
"Carroll County, Indiana",18015,Cardiovascular diseases,0500000US18015,-50.79,0500000US18015
"Cass County, Indiana",18017,Cardiovascular diseases,0500000US18017,-46.48,0500000US18017
"Clark County, Indiana",18019,Cardiovascular diseases,0500000US18019,-47.28,0500000US18019
"Clay County, Indiana",18021,Cardiovascular diseases,0500000US18021,-39.49,0500000US18021
"Clinton County, Indiana",18023,Cardiovascular diseases,0500000US18023,-42.58,0500000US18023
"Crawford County, Indiana",18025,Cardiovascular diseases,0500000US18025,-43.9,0500000US18025
"Daviess County, Indiana",18027,Cardiovascular diseases,0500000US18027,-42.12,0500000US18027
"DeKalb County, Indiana",18033,Cardiovascular diseases,0500000US18033,-46.2,0500000US18033
"Dearborn County, Indiana",18029,Cardiovascular diseases,0500000US18029,-51.03,0500000US18029
"Decatur County, Indiana",18031,Cardiovascular diseases,0500000US18031,-46.64,0500000US18031
"Delaware County, Indiana",18035,Cardiovascular diseases,0500000US18035,-45.76,0500000US18035
"Dubois County, Indiana",18037,Cardiovascular diseases,0500000US18037,-39.32,0500000US18037
"Elkhart County, Indiana",18039,Cardiovascular diseases,0500000US18039,-47.14,0500000US18039
"Fayette County, Indiana",18041,Cardiovascular diseases,0500000US18041,-40.35,0500000US18041
"Floyd County, Indiana",18043,Cardiovascular diseases,0500000US18043,-42.03,0500000US18043
"Fountain County, Indiana",18045,Cardiovascular diseases,0500000US18045,-40.92,0500000US18045
"Franklin County, Indiana",18047,Cardiovascular diseases,0500000US18047,-48.36,0500000US18047
"Fulton County, Indiana",18049,Cardiovascular diseases,0500000US18049,-37.96,0500000US18049
"Gibson County, Indiana",18051,Cardiovascular diseases,0500000US18051,-44.6,0500000US18051
"Grant County, Indiana",18053,Cardiovascular diseases,0500000US18053,-46.67,0500000US18053
"Greene County, Indiana",18055,Cardiovascular diseases,0500000US18055,-36.26,0500000US18055
"Hamilton County, Indiana",18057,Cardiovascular diseases,0500000US18057,-58.62,0500000US18057
"Hancock County, Indiana",18059,Cardiovascular diseases,0500000US18059,-53.74,0500000US18059
"Harrison County, Indiana",18061,Cardiovascular diseases,0500000US18061,-48.97,0500000US18061
"Hendricks County, Indiana",18063,Cardiovascular diseases,0500000US18063,-50.75,0500000US18063
"Henry County, Indiana",18065,Cardiovascular diseases,0500000US18065,-45.57,0500000US18065
"Howard County, Indiana",18067,Cardiovascular diseases,0500000US18067,-41.91,0500000US18067
"Huntington County, Indiana",18069,Cardiovascular diseases,0500000US18069,-43.58,0500000US18069
"Jackson County, Indiana",18071,Cardiovascular diseases,0500000US18071,-39.08,0500000US18071
"Jasper County, Indiana",18073,Cardiovascular diseases,0500000US18073,-46.74,0500000US18073
"Jay County, Indiana",18075,Cardiovascular diseases,0500000US18075,-47.9,0500000US18075
"Jefferson County, Indiana",18077,Cardiovascular diseases,0500000US18077,-37.03,0500000US18077
"Jennings County, Indiana",18079,Cardiovascular diseases,0500000US18079,-38.46,0500000US18079
"Johnson County, Indiana",18081,Cardiovascular diseases,0500000US18081,-42.19,0500000US18081
"Knox County, Indiana",18083,Cardiovascular diseases,0500000US18083,-37.28,0500000US18083
"Kosciusko County, Indiana",18085,Cardiovascular diseases,0500000US18085,-48.94,0500000US18085
"LaGrange County, Indiana",18087,Cardiovascular diseases,0500000US18087,-46.52,0500000US18087
"LaPorte County, Indiana",18091,Cardiovascular diseases,0500000US18091,-44.53,0500000US18091
"Lake County, Indiana",18089,Cardiovascular diseases,0500000US18089,-53.18,0500000US18089
"Lawrence County, Indiana",18093,Cardiovascular diseases,0500000US18093,-39.46,0500000US18093
"Madison County, Indiana",18095,Cardiovascular diseases,0500000US18095,-45.76,0500000US18095
"Marion County, Indiana",18097,Cardiovascular diseases,0500000US18097,-44.16,0500000US18097
"Marshall County, Indiana",18099,Cardiovascular diseases,0500000US18099,-47.37,0500000US18099
"Martin County, Indiana",18101,Cardiovascular diseases,0500000US18101,-44.58,0500000US18101
"Miami County, Indiana",18103,Cardiovascular diseases,0500000US18103,-44.22,0500000US18103
"Monroe County, Indiana",18105,Cardiovascular diseases,0500000US18105,-55.39,0500000US18105
"Montgomery County, Indiana",18107,Cardiovascular diseases,0500000US18107,-38.95,0500000US18107
"Morgan County, Indiana",18109,Cardiovascular diseases,0500000US18109,-35.74,0500000US18109
"Newton County, Indiana",18111,Cardiovascular diseases,0500000US18111,-43.72,0500000US18111
"Noble County, Indiana",18113,Cardiovascular diseases,0500000US18113,-46.97,0500000US18113
"Ohio County, Indiana",18115,Cardiovascular diseases,0500000US18115,-43.47,0500000US18115
"Orange County, Indiana",18117,Cardiovascular diseases,0500000US18117,-41.26,0500000US18117
"Owen County, Indiana",18119,Cardiovascular diseases,0500000US18119,-25.25,0500000US18119
"Parke County, Indiana",18121,Cardiovascular diseases,0500000US18121,-40.44,0500000US18121
"Perry County, Indiana",18123,Cardiovascular diseases,0500000US18123,-48.16,0500000US18123
"Pike County, Indiana",18125,Cardiovascular diseases,0500000US18125,-45.21,0500000US18125
"Porter County, Indiana",18127,Cardiovascular diseases,0500000US18127,-52.19,0500000US18127
"Posey County, Indiana",18129,Cardiovascular diseases,0500000US18129,-51.16,0500000US18129
"Pulaski County, Indiana",18131,Cardiovascular diseases,0500000US18131,-40.09,0500000US18131
"Putnam County, Indiana",18133,Cardiovascular diseases,0500000US18133,-44.51,0500000US18133
"Randolph County, Indiana",18135,Cardiovascular diseases,0500000US18135,-45.65,0500000US18135
"Ripley County, Indiana",18137,Cardiovascular diseases,0500000US18137,-41.95,0500000US18137
"Rush County, Indiana",18139,Cardiovascular diseases,0500000US18139,-47.34,0500000US18139
"Saint Joseph County, Indiana",18141,Cardiovascular diseases,0500000US18141,-45.5,0500000US18141
"Scott County, Indiana",18143,Cardiovascular diseases,0500000US18143,-43.34,0500000US18143
"Shelby County, Indiana",18145,Cardiovascular diseases,0500000US18145,-42.37,0500000US18145
"Spencer County, Indiana",18147,Cardiovascular diseases,0500000US18147,-52.69,0500000US18147
"Starke County, Indiana",18149,Cardiovascular diseases,0500000US18149,-35.24,0500000US18149
"Steuben County, Indiana",18151,Cardiovascular diseases,0500000US18151,-49.48,0500000US18151
"Sullivan County, Indiana",18153,Cardiovascular diseases,0500000US18153,-39.68,0500000US18153
"Switzerland County, Indiana",18155,Cardiovascular diseases,0500000US18155,-41.26,0500000US18155
"Tippecanoe County, Indiana",18157,Cardiovascular diseases,0500000US18157,-46.54,0500000US18157
"Tipton County, Indiana",18159,Cardiovascular diseases,0500000US18159,-42.81,0500000US18159
"Union County, Indiana",18161,Cardiovascular diseases,0500000US18161,-41.52,0500000US18161
"Vanderburgh County, Indiana",18163,Cardiovascular diseases,0500000US18163,-45.5,0500000US18163
"Vermillion County, Indiana",18165,Cardiovascular diseases,0500000US18165,-25.85,0500000US18165
"Vigo County, Indiana",18167,Cardiovascular diseases,0500000US18167,-37.83,0500000US18167
"Wabash County, Indiana",18169,Cardiovascular diseases,0500000US18169,-45.08,0500000US18169
"Warren County, Indiana",18171,Cardiovascular diseases,0500000US18171,-50.91,0500000US18171
"Warrick County, Indiana",18173,Cardiovascular diseases,0500000US18173,-54.34,0500000US18173
"Washington County, Indiana",18175,Cardiovascular diseases,0500000US18175,-39.34,0500000US18175
"Wayne County, Indiana",18177,Cardiovascular diseases,0500000US18177,-44.64,0500000US18177
"Wells County, Indiana",18179,Cardiovascular diseases,0500000US18179,-48.79,0500000US18179
"White County, Indiana",18181,Cardiovascular diseases,0500000US18181,-55.04,0500000US18181
"Whitley County, Indiana",18183,Cardiovascular diseases,0500000US18183,-50.53,0500000US18183
"Adair County, Iowa",19001,Cardiovascular diseases,0500000US19001,-35.24,0500000US19001
"Adams County, Iowa",19003,Cardiovascular diseases,0500000US19003,-42.99,0500000US19003
"Allamakee County, Iowa",19005,Cardiovascular diseases,0500000US19005,-44.74,0500000US19005
"Appanoose County, Iowa",19007,Cardiovascular diseases,0500000US19007,-27.87,0500000US19007
"Audubon County, Iowa",19009,Cardiovascular diseases,0500000US19009,-43.13,0500000US19009
"Benton County, Iowa",19011,Cardiovascular diseases,0500000US19011,-42.07,0500000US19011
"Black Hawk County, Iowa",19013,Cardiovascular diseases,0500000US19013,-47.76,0500000US19013
"Boone County, Iowa",19015,Cardiovascular diseases,0500000US19015,-33.62,0500000US19015
"Bremer County, Iowa",19017,Cardiovascular diseases,0500000US19017,-44.68,0500000US19017
"Buchanan County, Iowa",19019,Cardiovascular diseases,0500000US19019,-43.02,0500000US19019
"Buena Vista County, Iowa",19021,Cardiovascular diseases,0500000US19021,-50.48,0500000US19021
"Butler County, Iowa",19023,Cardiovascular diseases,0500000US19023,-29.2,0500000US19023
"Calhoun County, Iowa",19025,Cardiovascular diseases,0500000US19025,-48.5,0500000US19025
"Carroll County, Iowa",19027,Cardiovascular diseases,0500000US19027,-46.72,0500000US19027
"Cass County, Iowa",19029,Cardiovascular diseases,0500000US19029,-43.99,0500000US19029
"Cedar County, Iowa",19031,Cardiovascular diseases,0500000US19031,-39.37,0500000US19031
"Cerro Gordo County, Iowa",19033,Cardiovascular diseases,0500000US19033,-35.23,0500000US19033
"Cherokee County, Iowa",19035,Cardiovascular diseases,0500000US19035,-49.87,0500000US19035
"Chickasaw County, Iowa",19037,Cardiovascular diseases,0500000US19037,-38.75,0500000US19037
"Clarke County, Iowa",19039,Cardiovascular diseases,0500000US19039,-36.99,0500000US19039
"Clay County, Iowa",19041,Cardiovascular diseases,0500000US19041,-48.39,0500000US19041
"Clayton County, Iowa",19043,Cardiovascular diseases,0500000US19043,-53.46,0500000US19043
"Clinton County, Iowa",19045,Cardiovascular diseases,0500000US19045,-34.45,0500000US19045
"Crawford County, Iowa",19047,Cardiovascular diseases,0500000US19047,-50.19,0500000US19047
"Dallas County, Iowa",19049,Cardiovascular diseases,0500000US19049,-56.87,0500000US19049
"Davis County, Iowa",19051,Cardiovascular diseases,0500000US19051,-48.35,0500000US19051
"Decatur County, Iowa",19053,Cardiovascular diseases,0500000US19053,-38.98,0500000US19053
"Delaware County, Iowa",19055,Cardiovascular diseases,0500000US19055,-55.27,0500000US19055
"Des Moines County, Iowa",19057,Cardiovascular diseases,0500000US19057,-41.83,0500000US19057
"Dickinson County, Iowa",19059,Cardiovascular diseases,0500000US19059,-44.59,0500000US19059
"Dubuque County, Iowa",19061,Cardiovascular diseases,0500000US19061,-51.46,0500000US19061
"Emmet County, Iowa",19063,Cardiovascular diseases,0500000US19063,-45.29,0500000US19063
"Fayette County, Iowa",19065,Cardiovascular diseases,0500000US19065,-47.49,0500000US19065
"Floyd County, Iowa",19067,Cardiovascular diseases,0500000US19067,-31.54,0500000US19067
"Franklin County, Iowa",19069,Cardiovascular diseases,0500000US19069,-32.7,0500000US19069
"Fremont County, Iowa",19071,Cardiovascular diseases,0500000US19071,-52.13,0500000US19071
"Greene County, Iowa",19073,Cardiovascular diseases,0500000US19073,-44.65,0500000US19073
"Grundy County, Iowa",19075,Cardiovascular diseases,0500000US19075,-41.85,0500000US19075
"Guthrie County, Iowa",19077,Cardiovascular diseases,0500000US19077,-41.78,0500000US19077
"Hamilton County, Iowa",19079,Cardiovascular diseases,0500000US19079,-43.12,0500000US19079
"Hancock County, Iowa",19081,Cardiovascular diseases,0500000US19081,-42.83,0500000US19081
"Hardin County, Iowa",19083,Cardiovascular diseases,0500000US19083,-34.64,0500000US19083
"Harrison County, Iowa",19085,Cardiovascular diseases,0500000US19085,-51.58,0500000US19085
"Henry County, Iowa",19087,Cardiovascular diseases,0500000US19087,-31.67,0500000US19087
"Howard County, Iowa",19089,Cardiovascular diseases,0500000US19089,-35.75,0500000US19089
"Humboldt County, Iowa",19091,Cardiovascular diseases,0500000US19091,-34.27,0500000US19091
"Ida County, Iowa",19093,Cardiovascular diseases,0500000US19093,-47.81,0500000US19093
"Iowa County, Iowa",19095,Cardiovascular diseases,0500000US19095,-48.19,0500000US19095
"Jackson County, Iowa",19097,Cardiovascular diseases,0500000US19097,-44,0500000US19097
"Jasper County, Iowa",19099,Cardiovascular diseases,0500000US19099,-46.49,0500000US19099
"Jefferson County, Iowa",19101,Cardiovascular diseases,0500000US19101,-43.64,0500000US19101
"Johnson County, Iowa",19103,Cardiovascular diseases,0500000US19103,-48.86,0500000US19103
"Jones County, Iowa",19105,Cardiovascular diseases,0500000US19105,-48.43,0500000US19105
"Keokuk County, Iowa",19107,Cardiovascular diseases,0500000US19107,-49.93,0500000US19107
"Kossuth County, Iowa",19109,Cardiovascular diseases,0500000US19109,-43.09,0500000US19109
"Lee County, Iowa",19111,Cardiovascular diseases,0500000US19111,-34.35,0500000US19111
"Linn County, Iowa",19113,Cardiovascular diseases,0500000US19113,-48.29,0500000US19113
"Louisa County, Iowa",19115,Cardiovascular diseases,0500000US19115,-40.56,0500000US19115
"Lucas County, Iowa",19117,Cardiovascular diseases,0500000US19117,-44.88,0500000US19117
"Lyon County, Iowa",19119,Cardiovascular diseases,0500000US19119,-39.24,0500000US19119
"Madison County, Iowa",19121,Cardiovascular diseases,0500000US19121,-49.27,0500000US19121
"Mahaska County, Iowa",19123,Cardiovascular diseases,0500000US19123,-45.54,0500000US19123
"Marion County, Iowa",19125,Cardiovascular diseases,0500000US19125,-36.88,0500000US19125
"Marshall County, Iowa",19127,Cardiovascular diseases,0500000US19127,-41.21,0500000US19127
"Mills County, Iowa",19129,Cardiovascular diseases,0500000US19129,-49.69,0500000US19129
"Mitchell County, Iowa",19131,Cardiovascular diseases,0500000US19131,-38.28,0500000US19131
"Monona County, Iowa",19133,Cardiovascular diseases,0500000US19133,-35.67,0500000US19133
"Monroe County, Iowa",19135,Cardiovascular diseases,0500000US19135,-36.41,0500000US19135
"Montgomery County, Iowa",19137,Cardiovascular diseases,0500000US19137,-34.5,0500000US19137
"Muscatine County, Iowa",19139,Cardiovascular diseases,0500000US19139,-35.8,0500000US19139
"O'Brien County, Iowa",19141,Cardiovascular diseases,0500000US19141,-46.3,0500000US19141
"Osceola County, Iowa",19143,Cardiovascular diseases,0500000US19143,-34.59,0500000US19143
